gvkey,fyear,conm,act,at,dlc,ebit,ni,re,wcap,survive,niat,cr,wcat,ebitaat,reat,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
21136,2009,AMERICAN BIO MEDICA CORP,5.267,7.04,0.367,-0.672,-0.9,-16.138,3.491,1,-0.1278409,14.3515,0.4958807,-0.0954545,-2.29233,0.0643876,-0.0847667,0.039551,0.0483313,0.0684912
21226,2009,USCORP,0.019,0.02,0.25,-0.947,-1.293,-15.528,-2.119,1,-64.65,0.076,-105.95,-47.35,-776.4,-2.928751,-0.0894834,-0.688803,-0.8460085,-3.311375
21241,2009,CHINA GREEN AGRICULTURE INC,33.594,61.618,3.17,17.09,14.464,30.569,25.136,1,0.2347366,10.59748,0.4079327,0.277354,0.496105,0.0812073,-0.0860071,0.0389492,0.0515528,0.0951562
21361,2009,NOCOPI TECHNOLOGIES INC,0.279,0.294,0.1,-0.454,-0.389,-13.032,-0.21,1,-1.323129,2.79,-0.7142857,-1.544218,-44.32653,0.008939,-0.0885867,0.0312704,-0.0002315,-0.0351311
21429,2009,GRANITE CONSTRUCTION INC,1006.718,1709.575,58.978,105.463,73.5,735.632,500.605,1,0.0429931,17.06938,0.2928243,0.0616896,0.4303011,0.0723125,-0.0838687,0.0381616,0.0514768,0.0797309
21440,2009,LANDSTAR SYSTEM INC,426.612,648.792,53.504,115.747,70.395,766.538,167.977,1,0.1085016,7.97346,0.2589073,0.1784039,1.181485,0.0753514,-0.086874,0.0379295,0.0523447,0.0880788
21542,2009,AAON INC,96.24,156.211,0.076,43.754,27.721,117.284,65.354,1,0.1774587,1266.316,0.41837,0.2800955,0.750805,0.0785502,0.3288823,0.0390206,0.0518471,0.0953523
21560,2009,EARTH SEARCH SCIENCES INC,0.116,0.142,3.99,-1.501,-1.257,-74.009,-18.828,1,-8.852112,0.0290727,-132.5915,-10.57042,-521.1901,-0.3403253,-0.0894989,-0.8710973,-0.5511602,-0.6807274
21562,2009,CHINA INDL WASTE MANAGEMENT,17.615,67.318,8.985,1.245,1.96,19.817,1.658,1,0.0291155,1.96049,0.0246294,0.0184943,0.2943789,0.0716687,-0.0888607,0.0363265,0.0513198,0.0766414
21677,2009,GREENSHIFT CORP,1.384,19.467,20.914,-9.424,-19.731,-156.933,-38.115,1,-1.013561,0.0661758,-1.957929,-0.4841013,-8.061489,0.0232996,-0.0894866,0.0227608,0.0416661,0.0406934
21777,2009,MERIT MEDICAL SYSTEMS INC,90.614,271.513,7,32.847,22.53,155.119,57.706,1,0.0829795,12.94486,0.2125349,0.1209776,0.5713134,0.0741674,-0.0852315,0.0376122,0.0516397,0.0839714
21864,2009,CGI INC,1153.846,3899.91,17.702,470.137,316.466,896.247,388.95,1,0.081147,65.18167,0.0997331,0.1205507,0.2298122,0.0740824,-0.0679725,0.0368404,0.0512452,0.0839409
21894,2009,METRO INC,1283.2,4666.2,7.2,526.1,354.4,1543.7,130.8,1,0.0759505,178.2222,0.0280314,0.112747,0.3308259,0.0738413,-0.0306238,0.0363497,0.0513619,0.0833827
22049,2009,DOREL INDUSTRIES INC,841.367,2002.18,324.495,141.257,107.234,914.072,150.523,1,0.0535586,2.59285,0.0751795,0.0705516,0.4565384,0.0728026,-0.0886518,0.0366723,0.0515071,0.0803647
22053,2009,CONTANGO OIL & GAS CO,96.475,517.042,3.605,93.153,55.861,330.896,43.231,1,0.1080396,26.76144,0.0836122,0.1801652,0.6399789,0.0753299,-0.0806665,0.03673,0.051719,0.0882048
22207,2009,TRUEBLUE INC,248.063,518.129,0.4,11.834,8.797,285.431,163.228,1,0.0169784,620.1575,0.3150335,0.0228399,0.5508879,0.0711056,0.1153916,0.0383135,0.0516161,0.0769522
22260,2009,HCA HEALTHCARE INC,6577,24131,846,3801,1054,-9213,2264,1,0.0436783,7.774232,0.0938212,0.1575152,-0.3817911,0.0723442,-0.0869399,0.0367999,0.0505386,0.0865848
22447,2009,PAR PACIFIC HOLDINGS INC,192.452,1457.485,181.142,-311.738,-328.783,-939.01,-79.748,1,-0.2255824,1.062437,-0.0547162,-0.2138876,-0.6442674,0.0598534,-0.0891574,0.0357835,0.0502353,0.0600203
22496,2009,STEPHAN CO,14.249,25.341,0.138,0.873,0.853,6.127,12.365,1,0.0336609,103.2536,0.4879444,0.0344501,0.2417821,0.0718795,-0.0553935,0.0394967,0.051259,0.0777826
22543,2009,GOOD TIMES RESTAURANTS INC,1.225,10.254,1.027,-1.38,-1.646,-13.805,-1.2,1,-0.1605227,1.192795,-0.1170275,-0.1345816,-1.346304,0.0628715,-0.0891144,0.0353572,0.0494243,0.0656926
22632,2009,LANNETT CO INC,77.311,124.577,0.435,17.295,6.534,1.769,38.632,1,0.0524495,177.7264,0.3101054,0.1388298,0.0142001,0.0727511,-0.0307877,0.0382798,0.0509961,0.0852483
22729,2009,WINLAND HOLDINGS CORP,7.196,11.525,0.747,-1.903,-1.531,3.096,4.899,1,-0.1328417,9.6332,0.4250759,-0.1651193,0.2686334,0.0641556,-0.0863257,0.0390665,0.05129,0.0635085
22761,2009,TEL-INSTRUMENT ELECTRONICS,6.168,7.734,0.827,-2.483,-1.439,-1.885,2.32,1,-0.1860615,7.458283,0.2999741,-0.3210499,-0.243729,0.0616868,-0.0870443,0.0382105,0.0506981,0.0523556
22815,2009,TRIMBLE INC,690.078,1753.277,0.445,100.866,63.446,539.664,466.833,1,0.0361871,1550.737,0.2662631,0.05753,0.3078031,0.0719967,0.4228551,0.0379798,0.0513353,0.0794334
22817,2009,VERU INC,14.603,18.54,0.031,6.215,6.535,-47.725,9.208,1,0.3524811,471.0645,0.4966559,0.3352211,-2.574164,0.0866694,0.0661313,0.0395563,0.0480057,0.0992951
22882,2009,ALPHA-EN CORP,0.005,0.255,0.139,-0.132,-0.079,-7.727,-0.21,1,-0.3098039,0.0359712,-0.8235294,-0.5176471,-30.30196,0.0559464,-0.0894966,0.0305229,0.0159713,0.038294
23027,2009,EXPONENT INC,148.33,206.481,0.006,33.262,22.127,139.239,103.253,1,0.1071624,24721.67,0.5000605,0.1610899,0.6743429,0.0752892,8.078531,0.0395796,0.0517587,0.0868405
23084,2009,BENCHMARK ELECTRONICS INC,1198.675,1465.72,0.3,61.079,53.895,351.809,859.095,1,0.0367703,3995.583,0.5861249,0.0416717,0.2400247,0.0720238,1.230632,0.0401685,0.051257,0.0782991
23224,2009,ESCO TECHNOLOGIES INC,280.195,923.687,50,75.102,49.408,311.28,116.21,1,0.05349,5.6039,0.125811,0.0813068,0.3369973,0.0727994,-0.0876569,0.0370188,0.051369,0.081134
23226,2009,INUVO INC,13.01,25.825,2.501,-4.984,-5.391,-100.665,1.867,1,-0.2087512,5.20192,0.0722943,-0.1929913,-3.897967,0.0606342,-0.0877898,0.0366526,0.0464763,0.0615149
23252,2009,ETHAN ALLEN INTERIORS INC,251.702,646.485,0.042,-5.77,-52.687,532.214,139.239,1,-0.0814976,5992.905,0.2153786,-0.0089252,0.8232426,0.0665374,1.890548,0.0376317,0.0519308,0.0746802
23485,2009,COVANTA HOLDING CORP,1044.877,4934.282,199.02,250.506,101.645,458.307,540.049,1,0.0205998,5.25011,0.1094483,0.0507685,0.0928822,0.0712736,-0.0877738,0.0369068,0.051087,0.0789497
23535,2009,EMTEC INC,40.634,65.273,10.248,3.812,1.718,1.844,-4.42,1,0.0263202,3.965066,-0.0677156,0.0584009,0.0282506,0.071539,-0.0881984,0.0356946,0.0510123,0.0794957
23561,2009,INFINITY ENERGY RESOURCES,0.213,3.552,10.011,-3.392,-5.18,-98.045,-18.688,1,-1.458333,0.0212766,-5.261261,-0.9549549,-27.60276,0.002667,-0.0895014,0.0001578,0.0190897,0.0070157
23587,2009,HAYNES INTERNATIONAL INC,369.477,544.15,0.11,-16.844,-52.322,51.053,307.091,1,-0.0961536,3358.882,0.5643499,-0.0309547,0.0938216,0.0658575,1.020266,0.0400195,0.0510881,0.0731045
23620,2009,MERA PHARMACEUTICALS INC,0.057,0.257,0.052,-0.201,-0.193,-8.112,-0.339,1,-0.7509728,1.096154,-1.319066,-0.7821012,-31.56421,0.0354809,-0.0891463,0.0271322,0.014513,0.019379
23623,2009,SANARA MEDTECH INC,0.156,4.773,1.366,-1.843,-2.303,-17.075,-2.302,1,-0.4825058,0.114202,-0.4822963,-0.3861303,-3.577415,0.0479349,-0.0894707,0.0328578,0.0468466,0.0477007
23667,2009,KONINKLIJKE AHOLD DELHAIZE,7316.486,19968.78,656.406,1858.861,1281.279,-6928.089,1547.856,1,0.0641641,11.14628,0.0775138,0.0930884,-0.3469461,0.0732946,-0.0858257,0.0366883,0.0505788,0.0819767
23671,2009,NOKIA CORP,33842.15,51219.7,1104.997,3667.56,1276.981,18981.3,12074.71,1,0.0249314,30.62647,0.2357435,0.0716045,0.3705859,0.0714746,-0.0793895,0.037771,0.0514078,0.08044
23701,2009,SIMTROL INC,0.093,0.192,0.562,-2.531,-2.674,-80.726,-0.822,1,-13.92708,0.1654804,-4.28125,-13.18229,-420.4479,-0.5757498,-0.0894538,0.0068636,-0.4347709,-0.8675405
23714,2009,COMMUNITY HEALTH SYSTEMS INC,2674.995,14021.47,66.47,1068.665,243.15,798.014,1217.199,1,0.0173413,40.24364,0.0868096,0.0762163,0.0569137,0.0711225,-0.076212,0.0367519,0.0510454,0.0807699
23731,2009,CANAGOLD RESOURCES LTD,0.35,13.167,0.063,-0.875,-1.579,-46.622,-0.649,1,-0.119921,5.555555,-0.0492899,-0.066454,-3.540822,0.064755,-0.0876729,0.0358207,0.0468889,0.0705655
23753,2009,DORMAN PRODUCTS INC,203.585,257.402,0.09,43.669,26.495,182.45,173.153,1,0.1029324,2262.055,0.6726948,0.1696529,0.7088134,0.075093,0.6578747,0.0407608,0.0517986,0.0874529
23809,2009,AUTOZONE INC,2561.73,5318.405,16.735,1176.062,657.049,44.9,-145.022,1,0.1235425,153.0762,-0.027268,0.2211306,0.0084424,0.0760491,-0.0389321,0.0359714,0.0509894,0.0911348
23810,2009,ION GEOPHYSICAL CORP,395.501,748.186,271.132,-17.097,-110.059,-447.868,-59.018,1,-0.1471011,1.458703,-0.0788815,-0.0228513,-0.5986052,0.0634941,-0.0890265,0.0356182,0.0502881,0.0736841
23978,2009,UNITED STATES STEEL CORP,5015,15422,19,-1873,-1401,1481,2541,1,-0.0908443,263.9474,0.1647646,-0.1214499,0.0960316,0.0661038,-0.0023003,0.0372853,0.0510906,0.0666319
23989,2009,JUNIPER GROUP INC,0.687,1.428,3.135,-1.34,45.671,-47.749,-5.298,1,31.98249,0.2191388,-3.710084,-0.9383754,-33.43768,1.553964,-0.0894361,0.0107718,0.0123486,0.0082016
23994,2009,NORTH WEST CO INC,285.843,623.8,56.651,95.124,81.813,129.652,113.897,1,0.1311526,5.045683,0.1825858,0.1524912,0.2078422,0.0764021,-0.0878414,0.0374073,0.0512198,0.0862254
24005,2009,ABRAXAS PETROLEUM CORP/NV,11.469,176.236,8.141,0.177,-18.78,-201.772,-17.431,1,-0.1065617,1.408795,-0.0989072,0.0010043,-1.144897,0.0653747,-0.089043,0.0354812,0.0496569,0.0753904
24021,2009,HAEMONETICS CORP,386.143,760.66,16.062,107.436,58.37,340.546,249.646,1,0.076736,24.04078,0.3281966,0.1412405,0.4476981,0.0738778,-0.0815654,0.0384036,0.0514969,0.0854207
24040,2009,IONIS PHARMACEUTICALS INC,596.126,657.184,4.27,-27.538,155.066,-693.997,484.682,1,0.2359552,139.608,0.7375134,-0.041903,-1.056016,0.0812638,-0.043382,0.0412044,0.0497596,0.0723215
24099,2009,LIFETIME BRANDS INC,173.85,276.723,24.755,18.225,2.715,-25.763,96.64,1,0.0098113,7.022824,0.3492301,0.0658601,-0.0931003,0.0707732,-0.0871881,0.0385475,0.0508721,0.0800292
24114,2009,AVALON CORRECTIONAL SVCS INC,17.759,61.097,1.543,-2.593,6.812,6.505,13.616,1,0.1114948,11.5094,0.2228587,-0.0424407,0.10647,0.0754902,-0.0857058,0.0376828,0.0511027,0.072283
24157,2009,FIRSTCASH INC,136.586,256.285,4.111,67.552,49.764,191.592,101.295,1,0.1941745,33.22452,0.3952436,0.2635816,0.747574,0.0793257,-0.0785311,0.0388624,0.0518434,0.0941711
24197,2009,IDEXX LABS INC,376.338,808.527,119.603,176.98,122.225,834.597,120.033,1,0.15117,3.14656,0.1484589,0.2188919,1.032244,0.0773307,-0.0884689,0.0371738,0.0521722,0.0909747
24204,2009,INSIGNIA SYSTEMS INC,16.87,17.839,0.219,2.358,3.716,-21.045,10.716,1,0.2083076,77.03197,0.6007063,0.1321823,-1.179718,0.0799813,-0.0640571,0.0402683,0.0496167,0.0847728
24216,2009,AES CORP (THE),8787,39535,1973,3150,658,-2074,2166,1,0.0166435,4.453624,0.0547869,0.0796762,-0.0524598,0.0710901,-0.088037,0.0365328,0.0509191,0.0810174
24218,2009,CALLOWAY'S NURSERY INC,4.841,23.76,0.675,-2.141,-1.621,-4.853,-1.809,1,-0.0682239,7.171852,-0.0761364,-0.0901094,-0.2042508,0.0671532,-0.0871389,0.035637,0.0507437,0.0688735
24283,2009,BIG HEART PET BRANDS,1095.6,4288.9,35.6,511,244.3,923.3,590.5,1,0.056961,30.77528,0.137681,0.1191448,0.2152766,0.0729604,-0.0793403,0.0371,0.0512284,0.0838403
24291,2009,DINE BRANDS GLOBAL INC,337.144,3100.868,42.3,171.698,31.409,134.586,79.177,1,0.0101291,7.970308,0.0255338,0.0553709,0.0434027,0.0707879,-0.0868751,0.0363326,0.0510298,0.0792789
24302,2009,ALKERMES PLC,338.282,515.6,51.043,-24.085,-39.626,-369.08,247.138,1,-0.0768542,6.627393,0.4793212,-0.0467126,-0.7158262,0.0667528,-0.0873188,0.0394377,0.0501527,0.0719775
24316,2009,MONSTER BEVERAGE CORP,585.504,800.07,0.206,332.609,208.716,665.729,501.775,1,0.2608722,2842.252,0.6271639,0.4157249,0.8320884,0.0824197,0.8495718,0.0404493,0.051941,0.1050531
24344,2009,VERTEX PHARMACEUTICALS INC,1307.026,1955.488,32.071,-592.779,-642.178,-2690.423,1022.143,1,-0.3283978,40.75414,0.5227048,-0.3031361,-1.375832,0.0550839,-0.0760433,0.0397345,0.0493901,0.0536368
24350,2009,MONRO INC,124.092,444.143,2.933,60.384,33.191,214.598,24.715,1,0.0747304,42.3089,0.0556465,0.1359562,0.4831732,0.0737847,-0.0755296,0.0365387,0.0515379,0.0850428
24352,2009,PROGRESS SOFTWARE CORP,357.619,798.85,0.358,59.316,32.755,308.187,130.695,1,0.0410027,998.9357,0.1636039,0.0742517,0.3857884,0.0722201,0.2405399,0.0372774,0.0514254,0.0806294
24368,2009,RETAIL HOLDINGS NV,117.66,222.686,57.832,21.569,9.866,-8.912,31.123,1,0.0443045,2.034514,0.1397618,0.0968584,-0.0400205,0.0723733,-0.0888363,0.0371143,0.0509334,0.0822463
24370,2009,CAMECO CORP,2527.741,7342.102,88.391,564.815,1099.422,3199.79,1764.684,1,0.1497421,28.59727,0.2403513,0.0769282,0.4358139,0.0772645,-0.0800599,0.0378025,0.0514832,0.0808208
24396,2009,TIVITY HEALTH INC,149.216,882.366,2.192,74.765,10.374,154.771,-44.296,1,0.011757,68.073,-0.0502014,0.0847324,0.1754045,0.0708634,-0.0670172,0.0358144,0.0511823,0.081379
24428,2009,ADDVANTAGE TECHNOLOGIES GP,39.544,49.433,1.864,5.768,3.019,35.361,34.061,1,0.0610726,21.21459,0.6890337,0.1166832,0.7153319,0.0731511,-0.0824992,0.0408726,0.0518061,0.0836643
24430,2009,EZCORP INC  -CL A,277.381,492.517,10,100.954,68.472,198.022,228.796,1,0.1390246,27.7381,0.4645444,0.2049757,0.4020613,0.0767673,-0.0803438,0.0393366,0.0514442,0.0899794
24432,2009,SYNERGY BRANDS INC,33.682,47.906,8.93,3.902,2.135,-39.21,17.817,1,0.0445664,3.77178,0.3719158,0.0814512,-0.8184779,0.0723854,-0.0882623,0.0387028,0.0500341,0.0811443
24468,2009,BIOGEN INC,2480.595,8551.854,19.762,1514.731,970.132,1119.386,1765.653,1,0.1134411,125.5235,0.2064644,0.1771231,0.130894,0.0755805,-0.0480355,0.0375707,0.0511309,0.0879872
24475,2009,ISIGN SOLUTIONS INC,1.314,5.878,2.869,-2.77,-10.766,-103.224,-2.627,1,-1.831575,0.4579993,-0.4469208,-0.4712487,-17.56108,-0.0146475,-0.0893572,0.0330999,0.0306911,0.0416126
24483,2009,BON-TON STORES INC,766.011,1722.007,12.553,92.605,-4.055,-6.695,365.933,1,-0.0023548,61.02214,0.2125038,0.0537774,-0.0038879,0.0702088,-0.0693468,0.037612,0.0509752,0.079165
24497,2009,SOLAR THIN FILMS INC,2.898,3.154,1.839,-2.827,-0.203,-28.544,-3.879,1,-0.0643627,1.575856,-1.229867,-0.8963221,-9.050096,0.0673323,-0.0889878,0.0277426,0.0405239,0.0112094
24610,2009,WIRELESS TELECOM GROUP INC,33.921,45.132,0.438,-0.925,2.032,2.92,26.154,1,0.0450235,77.44521,0.5795001,-0.0204954,0.0646991,0.0724066,-0.0639206,0.0401232,0.0510544,0.0738526
24617,2009,OLD DOMINION FREIGHT,174.175,1159.278,36.676,70.391,34.871,498.379,26.05,1,0.0300799,4.749019,0.0224709,0.0607197,0.4299047,0.0717134,-0.0879394,0.0363117,0.0514763,0.0796615
24620,2009,RYMAN HOSPITALITY PPTYS INC,305.576,2661.023,1.814,57.622,-0.023,201.301,151.23,1,-8.64E-06,168.4542,0.0568315,0.0216541,0.075648,0.0703176,-0.0338512,0.0365468,0.0510671,0.0768674
24625,2009,TOTALENERGIES SE,71311.73,183095.6,10023.8,21066.61,12106.24,72094.26,21998.19,1,0.0661198,7.114241,0.1201459,0.115058,0.393752,0.0733853,-0.0871579,0.03698,0.0514346,0.083548
24658,2009,IDEANOMICS INC,3.682,15.77,0.704,-4.652,-5.439,-16.884,-3.626,1,-0.3448954,5.230114,-0.2299302,-0.2949905,-1.07064,0.0543186,-0.0877804,0.0345846,0.0497427,0.0542195
24660,2009,JANONE INC,25.045,31.45,13.373,-2.161,-3.338,-11.635,3.719,1,-0.1061367,1.872803,0.1182512,-0.0687122,-0.3699523,0.0653944,-0.0888897,0.0369671,0.0505523,0.0704039
24708,2009,ATN INTERNATIONAL INC,136.515,446.554,3.694,76.854,35.539,151.555,79.628,1,0.079585,36.95588,0.1783166,0.1721046,0.3393878,0.0740099,-0.0772983,0.0373781,0.0513718,0.0876283
24720,2009,WABASH NATIONAL CORP,76.867,223.777,0.337,-66.074,-101.765,-277.116,-34.927,1,-0.4547608,228.092,-0.1560795,-0.2952672,-1.238358,0.049222,-0.0141469,0.03509,0.049549,0.0541997
24755,2009,SANFILIPPO JOHN B&SON,147.804,322.699,50.554,17.749,6.917,65.477,52.701,1,0.0214348,2.923686,0.1633132,0.0550017,0.2029042,0.0713124,-0.0885425,0.0372754,0.0512141,0.0792525
24782,2009,PERRIGO CO PLC,1152.964,2536.355,17.181,266.756,144.049,469.678,652.403,1,0.0567937,67.10692,0.2572207,0.105173,0.1851783,0.0729527,-0.0673364,0.037918,0.0511936,0.082841
24783,2009,TETRA TECH INC,655.89,1097.905,4.32,121.889,87.028,295.294,223.654,1,0.0792673,151.8264,0.2037098,0.1110196,0.2689613,0.0739952,-0.039345,0.0375518,0.0512904,0.0832592
24797,2009,BIOLARGO INC,0.164,0.181,1.443,-5.225,-15.613,-57.768,-3.301,1,-86.25967,0.1136521,-18.23757,-28.8674,-319.1602,-3.931209,-0.0894709,-0.0886323,-0.3177516,-1.989413
24800,2009,QUALCOMM INC,12570,27445,2,3245,1592,11823,9757,1,0.0580069,6285,0.355511,0.1182365,0.4307888,0.0730089,1.987056,0.0385905,0.0514774,0.0837754
24842,2009,PRECISION OPTICS CORP INC,1.648,1.975,0.464,-0.489,-0.992,-37.75,0.155,1,-0.5022784,3.551724,0.078481,-0.2475949,-19.11392,0.0470177,-0.088335,0.0366949,0.028897,0.0576094
24890,2009,MISONIX INC,21.387,35.163,4.896,-1.726,2.806,-4.173,8.161,1,0.0797998,4.36826,0.2320906,-0.0490857,-0.1186759,0.0740199,-0.0880652,0.037746,0.0508426,0.0718077
24912,2009,ACORN ENERGY INC,24.654,48.735,0.43,-5.534,-5.756,-22.901,16.22,1,-0.1181081,57.33488,0.3328203,-0.1135529,-0.4699087,0.0648391,-0.070565,0.0384353,0.0504368,0.0671967
24925,2009,ROPER TECHNOLOGIES INC,870.745,4327.736,112.796,407.828,239.481,1459.531,392.734,1,0.0553363,7.719645,0.0907481,0.0942359,0.3372505,0.072885,-0.0869579,0.0367789,0.0513693,0.0820587
24943,2009,INTERTAPE POLYMER GROUP INC,192.228,535.853,1.721,6.457,-14.389,-124.501,122.279,1,-0.0268525,111.6955,0.228195,0.0120499,-0.2323417,0.0690724,-0.0526043,0.0377194,0.0507112,0.0761804
24945,2009,NUTRITION MGMT SVCS  -CL A,9.297,12.251,3.603,0.366,0.085,0.172,2.61,1,0.0069382,2.58035,0.2130438,0.0298751,0.0140397,0.0706399,-0.0886559,0.0376157,0.0509959,0.0774554
25069,2009,USA TRUCK INC,59.817,330.7,64.476,-10.314,-7.177,97.462,-33.548,1,-0.0217024,0.9277406,-0.1014454,-0.0311884,0.2947142,0.0693113,-0.0892019,0.0354638,0.0513202,0.0730878
25088,2009,APPLIED ENERGETICS INC,12.19,15.261,0.215,-8.159,-9.436,-63.368,10.581,1,-0.6183081,56.69767,0.693336,-0.5346308,-4.152284,0.0416351,-0.0707756,0.0409021,0.0461825,0.0370793
25092,2009,TASEKO MINES LTD,92.316,535.095,27.678,29.865,10.561,-74.001,17.137,1,0.0197367,3.335357,0.0320261,0.0558125,-0.1382951,0.0712336,-0.0884065,0.0363771,0.0508199,0.0793105
25095,2009,STEMCELLS INC,40.141,51.19,0.229,-28.035,-27.026,-285.633,33.611,1,-0.5279547,175.2882,0.6565931,-0.5476656,-5.579859,0.0458266,-0.0315932,0.0406507,0.0445332,0.036147
25119,2009,MOHAWK INDUSTRIES INC,2359,6391.446,70.807,105.455,-5.499,2295.533,1474.978,1,-0.0008604,33.31591,0.2307738,0.0164994,0.3591571,0.0702781,-0.0785009,0.037737,0.0513946,0.0764987
25124,2009,LINDE PLC,2223,14317,298,1916,1254,5676,410,1,0.0875882,7.459732,0.0286373,0.1338269,0.3964518,0.0743812,-0.0870438,0.0363539,0.0514377,0.0848905
25130,2009,CORNERSTNE BULDNG BRNDS INC,319.224,613.848,14.645,6.678,-746.964,-214.859,140.539,1,-1.216855,21.79747,0.2289476,0.0108789,-0.3500198,0.013869,-0.0823066,0.0377245,0.0505753,0.0760967
25138,2009,ASURE SOFTWARE INC,11.067,15.688,0.045,-7.327,-9.733,-261.048,1.158,1,-0.6204105,245.9333,0.0738144,-0.4670449,-16.63998,0.0415376,-0.0082521,0.036663,0.0317552,0.0419133
25160,2009,EMPRESAS ICA SAB DE CV,1533.37,4958.438,331.766,187.28,45.593,9.797,201.593,1,0.009195,4.621842,0.0406566,0.03777,0.0019758,0.0707446,-0.0879814,0.0364361,0.050982,0.07802
25170,2009,LIGHTING SCIENCE GROUP CORP,15.506,38.469,56.51,-42.535,-48.137,-150.728,-54.704,1,-1.251319,0.2743939,-1.422028,-1.105695,-3.918168,0.0122702,-0.0894178,0.0264277,0.0464529,-0.003766
25180,2009,AGCO CORP,2788.9,5062.2,193.1,232.5,135.7,1330.4,1070.8,1,0.0268065,14.44277,0.2115286,0.0459286,0.2628106,0.0715616,-0.0847366,0.0376053,0.0512833,0.0786036
25279,2009,BOSTON SCIENTIFIC CORP,4061,25177,3,1307,-1025,-3800,1039,1,-0.0407118,1353.667,0.0412678,0.0519125,-0.1509314,0.0684294,0.357743,0.0364403,0.0508053,0.0790316
25283,2009,KOHL'S CORP,5485,13160,16,1712,991,8403,3095,1,0.0753039,342.8125,0.2351824,0.1300912,0.6385258,0.0738113,0.0237568,0.0377672,0.0517174,0.0846233
25312,2009,DYNACQ HEALTHCARE INC,50.718,85.267,0.332,-0.111,-0.484,59.449,40.618,1,-0.0056763,152.7651,0.4763625,-0.0013018,0.69721,0.0700547,-0.0390349,0.0394174,0.0517852,0.0752254
25318,2009,U S PHYSICAL THERAPY INC,33.019,111.429,1.013,28.252,11.767,75.632,18.255,1,0.1056009,32.59526,0.1638263,0.2535426,0.6787462,0.0752168,-0.078739,0.0372789,0.0517638,0.0934531
25331,2009,FRANKLIN COVEY CO,40.142,143.878,13.57,-5.723,-10.832,23.538,-3.162,1,-0.075286,2.958143,-0.021977,-0.0397768,0.1635969,0.0668256,-0.0885311,0.0360076,0.0511687,0.0724735
25360,2009,BION ENVIRONMENTAL TECH INC,1.729,2.292,0.163,-2.318,-1.312,-75.654,0.515,1,-0.5724258,10.60736,0.2246946,-1.011344,-33.00785,0.0437636,-0.0860038,0.0376954,0.0128451,0.0029825
25361,2009,UNIVERSAL HOSPITAL SERVICES,77.031,835.403,4.062,16.443,-18.573,-74.803,28.29,1,-0.0222324,18.96381,0.0338639,0.0196827,-0.0895412,0.0692867,-0.0832428,0.0363896,0.0508762,0.0767264
25365,2009,GRUPO TMM S.A.B,173.616,1002.538,16.043,26.812,-97.05,-42.693,77.561,1,-0.0968043,10.82192,0.0773646,0.0267441,-0.0425849,0.0658273,-0.0859329,0.0366873,0.0509305,0.0772314
25367,2009,MAGIC SOFTWARE ENTERPRISES,57.768,87.551,0.043,4.258,6.176,-44.594,28.021,1,0.0705417,1343.442,0.3200535,0.0486345,-0.5093489,0.0735904,0.3543648,0.0383479,0.0503912,0.0787971
25389,2009,GRAPHIC PACKAGING HOLDING CO,1021.3,4701.8,17.6,225.2,56.4,-1232.8,377,1,0.0119954,58.02841,0.0801821,0.0478966,-0.2621975,0.0708745,-0.0703359,0.0367066,0.0506767,0.0787443
25430,2009,FUELCELL ENERGY INC,119.679,162.688,0.997,-66.365,-68.674,-599.962,77.793,1,-0.4221209,120.0391,0.4781729,-0.407928,-3.687807,0.0507361,-0.0498475,0.0394298,0.0467191,0.0461416
25434,2009,STARBUCKS CORP,2035.8,5576.8,0.2,796.5,390.8,2858.6,454.8,1,0.070076,10179,0.0815521,0.1428238,0.5125879,0.0735688,3.273633,0.036716,0.0515719,0.085534
25536,2009,CENTRAL GARDEN & PET CO,621.492,1150.925,3.27,125.986,65.948,13.106,427.243,1,0.0573,190.0587,0.3712171,0.109465,0.0113874,0.0729761,-0.0267131,0.038698,0.0509928,0.083148
25572,2009,ENCORE WIRE CORP,407.499,534.558,100.43,6.348,3.636,369.933,276.882,1,0.0068019,4.057542,0.5179644,0.0118752,0.6920353,0.0706336,-0.0881679,0.0397021,0.0517792,0.0761679
25578,2009,SPECTRAL MEDICAL INC,3.893,5.032,2.336,-2.444,-2.764,-6.785,0.48,1,-0.5492846,1.666524,0.0953895,-0.4856916,-1.34837,0.0448371,-0.0889579,0.0368106,0.0494219,0.0405796
25648,2009,ROCHE HOLDING AG,37149.06,71987.84,6056.188,14697.82,7514.964,6956.941,15844.76,1,0.1043921,6.134067,0.2201033,0.2041709,0.0966405,0.0751607,-0.0874818,0.037664,0.0510913,0.0899218
25711,2009,ESCALON MEDICAL CORP,17.561,25.055,1.375,-3.269,-12.965,-55.028,10.713,1,-0.5174616,12.77164,0.4275793,-0.130473,-2.196288,0.0463133,-0.0852887,0.0390836,0.0484423,0.0659865
25726,2009,CPI AEROSTRUCTURES INC,51.098,52.537,2.837,6.112,3.946,11.835,39.118,1,0.075109,18.01128,0.74458,0.1163371,0.2252698,0.0738023,-0.0835575,0.0412527,0.0512399,0.0836395
